Author,Study_ID,Effect_Size_ID,Study_Country,Study_Region,Biome,Study_System,Verts_Inverts_Plants,Verts_Inverts_Plants_Without_Pests,Functional_Groups,Orders,Taxa_Category_2,Biodiversity_Category,Heterogeneity_Measure,Heterogeneity_Mesure_Fine,Heterogeneity_Type,Heterogeneity,Heterogeneity_Type_L_C,Pearson_Correlation,Sample_Size,Scale,Scale_Cat
Fischer et al. (2011),p38,sub91,Germany,Goettingen,Temperate,Wheat,Invertebrates,Invertebrates,Predators,Coleoptera,Carabid_beetles,SWDiversity,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.170964,22,250_m_R,A_LocalScale
Fischer et al. (2011),p38,sub92,Germany,Goettingen,Temperate,Wheat,Invertebrates,Invertebrates,Predators,Coleoptera,Carabid_beetles,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.04821016,22,250_m_R,A_LocalScale
Fischer et al. (2011),p38,sub93,Germany,Goettingen,Temperate,Wheat,Invertebrates,Invertebrates,Predators,Coleoptera,Carabid_beetles,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,-0.1394841,22,250_m_R,A_LocalScale
Fischer et al. (2011),p38,sub94,Germany,Goettingen,Temperate,Wheat,Invertebrates,Invertebrates,Predators,Coleoptera,Carabid_beetles,SWDiversity,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.4094001,22,500_m_R,LandscapeScale_1
Fischer et al. (2011),p38,sub95,Germany,Goettingen,Temperate,Wheat,Invertebrates,Invertebrates,Predators,Coleoptera,Carabid_beetles,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.1600552,22,500_m_R,LandscapeScale_1
Fischer et al. (2011),p38,sub96,Germany,Goettingen,Temperate,Wheat,Invertebrates,Invertebrates,Predators,Coleoptera,Carabid_beetles,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,-0.3214785,22,500_m_R,LandscapeScale_1
Fischer et al. (2011),p38,sub97,Germany,Goettingen,Temperate,Wheat,Invertebrates,Invertebrates,Predators,Coleoptera,Carabid_beetles,SWDiversity,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.4946371,22,1000_m_R,LandscapeScale_2
Fischer et al. (2011),p38,sub98,Germany,Goettingen,Temperate,Wheat,Invertebrates,Invertebrates,Predators,Coleoptera,Carabid_beetles,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.1378636,22,1000_m_R,LandscapeScale_2
Fischer et al. (2011),p38,sub99,Germany,Goettingen,Temperate,Wheat,Invertebrates,Invertebrates,Predators,Coleoptera,Carabid_beetles,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,-0.3921272,22,1000_m_R,LandscapeScale_2
Fischer et al. (2011),p38,sub100,Germany,Goettingen,Temperate,Wheat,Invertebrates,Invertebrates,Predators,Coleoptera,Carabid_beetles,SWDiversity,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.3649462,22,2000_m_R,LandscapeScale_2
Fischer et al. (2011),p38,sub101,Germany,Goettingen,Temperate,Wheat,Invertebrates,Invertebrates,Predators,Coleoptera,Carabid_beetles,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.169907,22,2000_m_R,LandscapeScale_2
Fischer et al. (2011),p38,sub102,Germany,Goettingen,Temperate,Wheat,Invertebrates,Invertebrates,Predators,Coleoptera,Carabid_beetles,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,-0.3926987,22,2000_m_R,LandscapeScale_2
Fischer et al. (2011),p38,sub103,Germany,Goettingen,Temperate,Wheat,Invertebrates,Invertebrates,Predators,Coleoptera,Carabid_beetles,SWDiversity,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.3576025,22,3000_m_R,LandscapeScale_2
Fischer et al. (2011),p38,sub104,Germany,Goettingen,Temperate,Wheat,Invertebrates,Invertebrates,Predators,Coleoptera,Carabid_beetles,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.1776909,22,3000_m_R,LandscapeScale_2
Fischer et al. (2011),p38,sub105,Germany,Goettingen,Temperate,Wheat,Invertebrates,Invertebrates,Predators,Coleoptera,Carabid_beetles,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,-0.4173509,22,3000_m_R,LandscapeScale_2
Schmidt & Tscharntke (2005),p39,sub106,Germany,Goettingen,Temperate,Wheat,Invertebrates,Invertebrates,Predators,Araneae,Spiders,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,-0.1174582,53,100_m_R,A_LocalScale
Schmidt & Tscharntke (2005),p39,sub107,Germany,Goettingen,Temperate,Wheat,Invertebrates,Invertebrates,Predators,Araneae,Spiders,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.0544324,53,250_m_R,A_LocalScale
Schmidt & Tscharntke (2005),p39,sub108,Germany,Goettingen,Temperate,Wheat,Invertebrates,Invertebrates,Predators,Araneae,Spiders,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.1699119,53,500_m_R,LandscapeScale_1
Schmidt & Tscharntke (2005),p39,sub109,Germany,Goettingen,Temperate,Wheat,Invertebrates,Invertebrates,Predators,Araneae,Spiders,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.1272512,53,1000_m_R,LandscapeScale_2
Schmidt & Tscharntke (2005),p39,sub110,Germany,Goettingen,Temperate,Wheat,Invertebrates,Invertebrates,Predators,Araneae,Spiders,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.1259838,53,2000_m_R,LandscapeScale_2
Schmidt & Tscharntke (2005),p39,sub111,Germany,Goettingen,Temperate,Wheat,Invertebrates,Invertebrates,Predators,Araneae,Spiders,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.1095858,53,3000_m_R,LandscapeScale_2
Batárya et al. (2012),p46,sub112,Germany,"Göttingen, Lower Saxony",Temperate,Multiple,Invertebrates,Invertebrates,Predators,Coleoptera,Carabid_beetles,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,-0.3629484,36,100_m_R,A_LocalScale
Batárya et al. (2012),p46,sub113,Germany,"Göttingen, Lower Saxony",Temperate,Multiple,Invertebrates,Invertebrates,Predators,Araneae,Spiders,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.2161698,36,100_m_R,A_LocalScale
Batárya et al. (2012),p46,sub114,Germany,"Göttingen, Lower Saxony",Temperate,Multiple,Invertebrates,Invertebrates,Predators,Coleoptera,Carabid_beetles,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,-0.3225893,36,250_m_R,A_LocalScale
Batárya et al. (2012),p46,sub115,Germany,"Göttingen, Lower Saxony",Temperate,Multiple,Invertebrates,Invertebrates,Predators,Araneae,Spiders,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.07752107,36,250_m_R,A_LocalScale
Batárya et al. (2012),p46,sub116,Germany,"Göttingen, Lower Saxony",Temperate,Multiple,Invertebrates,Invertebrates,Predators,Coleoptera,Carabid_beetles,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,-0.3550176,36,500_m_R,LandscapeScale_1
Batárya et al. (2012),p46,sub117,Germany,"Göttingen, Lower Saxony",Temperate,Multiple,Invertebrates,Invertebrates,Predators,Araneae,Spiders,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.08264953,36,500_m_R,LandscapeScale_1
Clough et al. (2007),p47,sub118,Germany,"Lower Saxony, The Soester Boerde (51°35′00″N; 008°07′00″E), The Leine Bergland (51°32′00″N; 009°56′00″E), The Lahn-Dill Bergland in Hessen (50°49′00″N; 008°46′00″E",Temperate,Wheat,Invertebrates,Invertebrates,Predators,Coleoptera,Rove_beetles,SWDiversity,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.1278948,42,100_m_R,A_LocalScale
Clough et al. (2007),p47,sub119,Germany,"Lower Saxony, The Soester Boerde (51°35′00″N; 008°07′00″E), The Leine Bergland (51°32′00″N; 009°56′00″E), The Lahn-Dill Bergland in Hessen (50°49′00″N; 008°46′00″E",Temperate,Wheat,Invertebrates,Invertebrates,Predators,Coleoptera,Rove_beetles,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,-0.07073118,42,100_m_R,A_LocalScale
Clough et al. (2007),p47,sub120,Germany,"Lower Saxony, The Soester Boerde (51°35′00″N; 008°07′00″E), The Leine Bergland (51°32′00″N; 009°56′00″E), The Lahn-Dill Bergland in Hessen (50°49′00″N; 008°46′00″E",Temperate,Wheat,Invertebrates,Invertebrates,Predators,Coleoptera,Rove_beetles,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,-0.06238733,42,100_m_R,A_LocalScale
Clough et al. (2007),p47,sub121,Germany,"Lower Saxony, The Soester Boerde (51°35′00″N; 008°07′00″E), The Leine Bergland (51°32′00″N; 009°56′00″E), The Lahn-Dill Bergland in Hessen (50°49′00″N; 008°46′00″E",Temperate,Wheat,Invertebrates,Invertebrates,Predators,Coleoptera,Rove_beetles,SWDiversity,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.23474,42,250_m_R,A_LocalScale
Clough et al. (2007),p47,sub122,Germany,"Lower Saxony, The Soester Boerde (51°35′00″N; 008°07′00″E), The Leine Bergland (51°32′00″N; 009°56′00″E), The Lahn-Dill Bergland in Hessen (50°49′00″N; 008°46′00″E",Temperate,Wheat,Invertebrates,Invertebrates,Predators,Coleoptera,Rove_beetles,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,-0.2140378,42,250_m_R,A_LocalScale
Clough et al. (2007),p47,sub123,Germany,"Lower Saxony, The Soester Boerde (51°35′00″N; 008°07′00″E), The Leine Bergland (51°32′00″N; 009°56′00″E), The Lahn-Dill Bergland in Hessen (50°49′00″N; 008°46′00″E",Temperate,Wheat,Invertebrates,Invertebrates,Predators,Coleoptera,Rove_beetles,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,-0.2824771,42,250_m_R,A_LocalScale
Clough et al. (2007),p47,sub124,Germany,"Lower Saxony, The Soester Boerde (51°35′00″N; 008°07′00″E), The Leine Bergland (51°32′00″N; 009°56′00″E), The Lahn-Dill Bergland in Hessen (50°49′00″N; 008°46′00″E",Temperate,Wheat,Invertebrates,Invertebrates,Predators,Coleoptera,Rove_beetles,SWDiversity,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.1654611,42,500_m_R,LandscapeScale_1
Clough et al. (2007),p47,sub125,Germany,"Lower Saxony, The Soester Boerde (51°35′00″N; 008°07′00″E), The Leine Bergland (51°32′00″N; 009°56′00″E), The Lahn-Dill Bergland in Hessen (50°49′00″N; 008°46′00″E",Temperate,Wheat,Invertebrates,Invertebrates,Predators,Coleoptera,Rove_beetles,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,-0.1587828,42,500_m_R,LandscapeScale_1
Clough et al. (2007),p47,sub126,Germany,"Lower Saxony, The Soester Boerde (51°35′00″N; 008°07′00″E), The Leine Bergland (51°32′00″N; 009°56′00″E), The Lahn-Dill Bergland in Hessen (50°49′00″N; 008°46′00″E",Temperate,Wheat,Invertebrates,Invertebrates,Predators,Coleoptera,Rove_beetles,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,-0.3065824,42,500_m_R,LandscapeScale_1
Clough et al. (2007),p47,sub127,Germany,"Lower Saxony, The Soester Boerde (51°35′00″N; 008°07′00″E), The Leine Bergland (51°32′00″N; 009°56′00″E), The Lahn-Dill Bergland in Hessen (50°49′00″N; 008°46′00″E",Temperate,Wheat,Invertebrates,Invertebrates,Predators,Coleoptera,Rove_beetles,SWDiversity,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.07835537,42,1000_m_R,LandscapeScale_2
Clough et al. (2007),p47,sub128,Germany,"Lower Saxony, The Soester Boerde (51°35′00″N; 008°07′00″E), The Leine Bergland (51°32′00″N; 009°56′00″E), The Lahn-Dill Bergland in Hessen (50°49′00″N; 008°46′00″E",Temperate,Wheat,Invertebrates,Invertebrates,Predators,Coleoptera,Rove_beetles,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,-0.1223001,42,1000_m_R,LandscapeScale_2
Clough et al. (2007),p47,sub129,Germany,"Lower Saxony, The Soester Boerde (51°35′00″N; 008°07′00″E), The Leine Bergland (51°32′00″N; 009°56′00″E), The Lahn-Dill Bergland in Hessen (50°49′00″N; 008°46′00″E",Temperate,Wheat,Invertebrates,Invertebrates,Predators,Coleoptera,Rove_beetles,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,-0.3610789,42,1000_m_R,LandscapeScale_2
Clough et al. (2007),p47,sub130,Germany,"Lower Saxony, The Soester Boerde (51°35′00″N; 008°07′00″E), The Leine Bergland (51°32′00″N; 009°56′00″E), The Lahn-Dill Bergland in Hessen (50°49′00″N; 008°46′00″E",Temperate,Wheat,Invertebrates,Invertebrates,Predators,Coleoptera,Carabid_beetles,SWDiversity,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,-0.1564812,42,100_m_R,A_LocalScale
Clough et al. (2007),p47,sub131,Germany,"Lower Saxony, The Soester Boerde (51°35′00″N; 008°07′00″E), The Leine Bergland (51°32′00″N; 009°56′00″E), The Lahn-Dill Bergland in Hessen (50°49′00″N; 008°46′00″E",Temperate,Wheat,Invertebrates,Invertebrates,Predators,Coleoptera,Carabid_beetles,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,-0.359289,42,100_m_R,A_LocalScale
Clough et al. (2007),p47,sub132,Germany,"Lower Saxony, The Soester Boerde (51°35′00″N; 008°07′00″E), The Leine Bergland (51°32′00″N; 009°56′00″E), The Lahn-Dill Bergland in Hessen (50°49′00″N; 008°46′00″E",Temperate,Wheat,Invertebrates,Invertebrates,Predators,Coleoptera,Carabid_beetles,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,-0.09671568,42,100_m_R,A_LocalScale
Clough et al. (2007),p47,sub133,Germany,"Lower Saxony, The Soester Boerde (51°35′00″N; 008°07′00″E), The Leine Bergland (51°32′00″N; 009°56′00″E), The Lahn-Dill Bergland in Hessen (50°49′00″N; 008°46′00″E",Temperate,Wheat,Invertebrates,Invertebrates,Predators,Coleoptera,Carabid_beetles,SWDiversity,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,-0.2522874,42,250_m_R,A_LocalScale
Clough et al. (2007),p47,sub134,Germany,"Lower Saxony, The Soester Boerde (51°35′00″N; 008°07′00″E), The Leine Bergland (51°32′00″N; 009°56′00″E), The Lahn-Dill Bergland in Hessen (50°49′00″N; 008°46′00″E",Temperate,Wheat,Invertebrates,Invertebrates,Predators,Coleoptera,Carabid_beetles,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,-0.3956018,42,250_m_R,A_LocalScale
Clough et al. (2007),p47,sub135,Germany,"Lower Saxony, The Soester Boerde (51°35′00″N; 008°07′00″E), The Leine Bergland (51°32′00″N; 009°56′00″E), The Lahn-Dill Bergland in Hessen (50°49′00″N; 008°46′00″E",Temperate,Wheat,Invertebrates,Invertebrates,Predators,Coleoptera,Carabid_beetles,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,-0.1075294,42,250_m_R,A_LocalScale
Clough et al. (2007),p47,sub136,Germany,"Lower Saxony, The Soester Boerde (51°35′00″N; 008°07′00″E), The Leine Bergland (51°32′00″N; 009°56′00″E), The Lahn-Dill Bergland in Hessen (50°49′00″N; 008°46′00″E",Temperate,Wheat,Invertebrates,Invertebrates,Predators,Coleoptera,Carabid_beetles,SWDiversity,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,-0.3456146,42,500_m_R,LandscapeScale_1
Clough et al. (2007),p47,sub137,Germany,"Lower Saxony, The Soester Boerde (51°35′00″N; 008°07′00″E), The Leine Bergland (51°32′00″N; 009°56′00″E), The Lahn-Dill Bergland in Hessen (50°49′00″N; 008°46′00″E",Temperate,Wheat,Invertebrates,Invertebrates,Predators,Coleoptera,Carabid_beetles,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,-0.3586795,42,500_m_R,LandscapeScale_1
Clough et al. (2007),p47,sub138,Germany,"Lower Saxony, The Soester Boerde (51°35′00″N; 008°07′00″E), The Leine Bergland (51°32′00″N; 009°56′00″E), The Lahn-Dill Bergland in Hessen (50°49′00″N; 008°46′00″E",Temperate,Wheat,Invertebrates,Invertebrates,Predators,Coleoptera,Carabid_beetles,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,-0.2069539,42,500_m_R,LandscapeScale_1
Clough et al. (2007),p47,sub139,Germany,"Lower Saxony, The Soester Boerde (51°35′00″N; 008°07′00″E), The Leine Bergland (51°32′00″N; 009°56′00″E), The Lahn-Dill Bergland in Hessen (50°49′00″N; 008°46′00″E",Temperate,Wheat,Invertebrates,Invertebrates,Predators,Coleoptera,Carabid_beetles,SWDiversity,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,-0.3813738,42,1000_m_R,LandscapeScale_2
Clough et al. (2007),p47,sub140,Germany,"Lower Saxony, The Soester Boerde (51°35′00″N; 008°07′00″E), The Leine Bergland (51°32′00″N; 009°56′00″E), The Lahn-Dill Bergland in Hessen (50°49′00″N; 008°46′00″E",Temperate,Wheat,Invertebrates,Invertebrates,Predators,Coleoptera,Carabid_beetles,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,-0.3500163,42,1000_m_R,LandscapeScale_2
Clough et al. (2007),p47,sub141,Germany,"Lower Saxony, The Soester Boerde (51°35′00″N; 008°07′00″E), The Leine Bergland (51°32′00″N; 009°56′00″E), The Lahn-Dill Bergland in Hessen (50°49′00″N; 008°46′00″E",Temperate,Wheat,Invertebrates,Invertebrates,Predators,Coleoptera,Carabid_beetles,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,-0.1609907,42,1000_m_R,LandscapeScale_2
Clough et al. (2007),p47,sub142,Germany,"Lower Saxony, The Soester Boerde (51°35′00″N; 008°07′00″E), The Leine Bergland (51°32′00″N; 009°56′00″E), The Lahn-Dill Bergland in Hessen (50°49′00″N; 008°46′00″E",Temperate,Wheat,Invertebrates,Invertebrates,Predators,Araneae,Spiders,SWDiversity,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.2800949,42,100_m_R,A_LocalScale
Clough et al. (2007),p47,sub143,Germany,"Lower Saxony, The Soester Boerde (51°35′00″N; 008°07′00″E), The Leine Bergland (51°32′00″N; 009°56′00″E), The Lahn-Dill Bergland in Hessen (50°49′00″N; 008°46′00″E",Temperate,Wheat,Invertebrates,Invertebrates,Predators,Araneae,Spiders,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.3190476,42,100_m_R,A_LocalScale
