Author,Study_ID,Effect_Size_ID,Study_Country,Study_Region,Biome,Study_System,Verts_Inverts_Plants,Verts_Inverts_Plants_Without_Pests,Animals_Plants,Functional_Groups,Orders,Taxa_Category_2,Biodiversity_Category,Heterogeneity_Measure,Heterogeneity_Mesure_Fine,Heterogeneity_Type,Heterogeneity,Heterogeneity_Type_L_C,Pearson_Correlation,Sample_Size,Scale,Crop_Cover_Mean,Article_Tittle 
Baños-Picón (2011),p32,sub84,Spain,La Rioja-Navarra,Temperate,Multiple,Invertebrates,Invertebrates,Animals,Pollinators,Hymenoptera,Bees,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.385634,17,250_m_R,96.48756,La heterogeneidad en paisajes agrícolas: análisis de su influencia en la diversidad e interacciones biológicas de las comunidades de avispas y abejas nidificantes aéreas (Hymenoptera: Apoidea) como indicadores sensibles de la calidad del medio. PhD thesis. University of Salamanca
Baños-Picón (2011),p32,sub85,Spain,La Rioja-Navarra,Temperate,Multiple,Invertebrates,Invertebrates,Animals,Pollinators,Hymenoptera,Bees,SWDiversity,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.0320505,17,500_m_R,94.02833,La heterogeneidad en paisajes agrícolas: análisis de su influencia en la diversidad e interacciones biológicas de las comunidades de avispas y abejas nidificantes aéreas (Hymenoptera: Apoidea) como indicadores sensibles de la calidad del medio. PhD thesis. University of Salamanca
Baños-Picón (2011),p32,sub86,Spain,La Rioja-Navarra,Temperate,Multiple,Invertebrates,Invertebrates,Animals,Pollinators,Hymenoptera,Bees,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.004123513,17,500_m_R,94.02833,La heterogeneidad en paisajes agrícolas: análisis de su influencia en la diversidad e interacciones biológicas de las comunidades de avispas y abejas nidificantes aéreas (Hymenoptera: Apoidea) como indicadores sensibles de la calidad del medio. PhD thesis. University of Salamanca
Baños-Picón (2011),p32,sub87,Spain,La Rioja-Navarra,Temperate,Multiple,Invertebrates,Invertebrates,Animals,Pollinators,Hymenoptera,Bees,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.1626995,17,500_m_R,94.02833,La heterogeneidad en paisajes agrícolas: análisis de su influencia en la diversidad e interacciones biológicas de las comunidades de avispas y abejas nidificantes aéreas (Hymenoptera: Apoidea) como indicadores sensibles de la calidad del medio. PhD thesis. University of Salamanca
Baños-Picón (2011),p32,sub88,Spain,La Rioja-Navarra,Temperate,Multiple,Invertebrates,Invertebrates,Animals,Pollinators,Hymenoptera,Bees,SWDiversity,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,-0.233927,17,1000_m_R,93.55986,La heterogeneidad en paisajes agrícolas: análisis de su influencia en la diversidad e interacciones biológicas de las comunidades de avispas y abejas nidificantes aéreas (Hymenoptera: Apoidea) como indicadores sensibles de la calidad del medio. PhD thesis. University of Salamanca
Baños-Picón (2011),p32,sub89,Spain,La Rioja-Navarra,Temperate,Multiple,Invertebrates,Invertebrates,Animals,Pollinators,Hymenoptera,Bees,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,-0.2880286,17,1000_m_R,93.55986,La heterogeneidad en paisajes agrícolas: análisis de su influencia en la diversidad e interacciones biológicas de las comunidades de avispas y abejas nidificantes aéreas (Hymenoptera: Apoidea) como indicadores sensibles de la calidad del medio. PhD thesis. University of Salamanca
Baños-Picón (2011),p32,sub90,Spain,La Rioja-Navarra,Temperate,Multiple,Invertebrates,Invertebrates,Animals,Pollinators,Hymenoptera,Bees,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,-0.1174601,17,1000_m_R,93.55986,La heterogeneidad en paisajes agrícolas: análisis de su influencia en la diversidad e interacciones biológicas de las comunidades de avispas y abejas nidificantes aéreas (Hymenoptera: Apoidea) como indicadores sensibles de la calidad del medio. PhD thesis. University of Salamanca
Baños-Picón (2011),p32,sub91,Spain,La Rioja-Navarra,Temperate,Multiple,Invertebrates,Invertebrates,Animals,Predators,Hymenoptera,Parasitoids_wasps,SWDiversity,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,-0.4701498,17,100_m_R,98.82735,La heterogeneidad en paisajes agrícolas: análisis de su influencia en la diversidad e interacciones biológicas de las comunidades de avispas y abejas nidificantes aéreas (Hymenoptera: Apoidea) como indicadores sensibles de la calidad del medio. PhD thesis. University of Salamanca
Baños-Picón (2011),p32,sub92,Spain,La Rioja-Navarra,Temperate,Multiple,Invertebrates,Invertebrates,Animals,Predators,Hymenoptera,Parasitoids_wasps,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,-0.4081923,17,100_m_R,98.82735,La heterogeneidad en paisajes agrícolas: análisis de su influencia en la diversidad e interacciones biológicas de las comunidades de avispas y abejas nidificantes aéreas (Hymenoptera: Apoidea) como indicadores sensibles de la calidad del medio. PhD thesis. University of Salamanca
Baños-Picón (2011),p32,sub93,Spain,La Rioja-Navarra,Temperate,Multiple,Invertebrates,Invertebrates,Animals,Predators,Hymenoptera,Parasitoids_wasps,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,-0.07971162,17,100_m_R,98.82735,La heterogeneidad en paisajes agrícolas: análisis de su influencia en la diversidad e interacciones biológicas de las comunidades de avispas y abejas nidificantes aéreas (Hymenoptera: Apoidea) como indicadores sensibles de la calidad del medio. PhD thesis. University of Salamanca
Baños-Picón (2011),p32,sub94,Spain,La Rioja-Navarra,Temperate,Multiple,Invertebrates,Invertebrates,Animals,Predators,Hymenoptera,Parasitoids_wasps,SWDiversity,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,-0.3718891,17,250_m_R,96.48756,La heterogeneidad en paisajes agrícolas: análisis de su influencia en la diversidad e interacciones biológicas de las comunidades de avispas y abejas nidificantes aéreas (Hymenoptera: Apoidea) como indicadores sensibles de la calidad del medio. PhD thesis. University of Salamanca
Baños-Picón (2011),p32,sub95,Spain,La Rioja-Navarra,Temperate,Multiple,Invertebrates,Invertebrates,Animals,Predators,Hymenoptera,Parasitoids_wasps,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,-0.3247699,17,250_m_R,96.48756,La heterogeneidad en paisajes agrícolas: análisis de su influencia en la diversidad e interacciones biológicas de las comunidades de avispas y abejas nidificantes aéreas (Hymenoptera: Apoidea) como indicadores sensibles de la calidad del medio. PhD thesis. University of Salamanca
Baños-Picón (2011),p32,sub96,Spain,La Rioja-Navarra,Temperate,Multiple,Invertebrates,Invertebrates,Animals,Predators,Hymenoptera,Parasitoids_wasps,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,-0.04005704,17,250_m_R,96.48756,La heterogeneidad en paisajes agrícolas: análisis de su influencia en la diversidad e interacciones biológicas de las comunidades de avispas y abejas nidificantes aéreas (Hymenoptera: Apoidea) como indicadores sensibles de la calidad del medio. PhD thesis. University of Salamanca
Baños-Picón (2011),p32,sub97,Spain,La Rioja-Navarra,Temperate,Multiple,Invertebrates,Invertebrates,Animals,Predators,Hymenoptera,Parasitoids_wasps,SWDiversity,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,-0.1111527,17,500_m_R,94.02833,La heterogeneidad en paisajes agrícolas: análisis de su influencia en la diversidad e interacciones biológicas de las comunidades de avispas y abejas nidificantes aéreas (Hymenoptera: Apoidea) como indicadores sensibles de la calidad del medio. PhD thesis. University of Salamanca
Baños-Picón (2011),p32,sub98,Spain,La Rioja-Navarra,Temperate,Multiple,Invertebrates,Invertebrates,Animals,Predators,Hymenoptera,Parasitoids_wasps,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,-0.1122294,17,500_m_R,94.02833,La heterogeneidad en paisajes agrícolas: análisis de su influencia en la diversidad e interacciones biológicas de las comunidades de avispas y abejas nidificantes aéreas (Hymenoptera: Apoidea) como indicadores sensibles de la calidad del medio. PhD thesis. University of Salamanca
Baños-Picón (2011),p32,sub99,Spain,La Rioja-Navarra,Temperate,Multiple,Invertebrates,Invertebrates,Animals,Predators,Hymenoptera,Parasitoids_wasps,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.241193,17,500_m_R,94.02833,La heterogeneidad en paisajes agrícolas: análisis de su influencia en la diversidad e interacciones biológicas de las comunidades de avispas y abejas nidificantes aéreas (Hymenoptera: Apoidea) como indicadores sensibles de la calidad del medio. PhD thesis. University of Salamanca
Baños-Picón (2011),p32,sub100,Spain,La Rioja-Navarra,Temperate,Multiple,Invertebrates,Invertebrates,Animals,Predators,Hymenoptera,Parasitoids_wasps,SWDiversity,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.1155629,17,1000_m_R,93.55986,La heterogeneidad en paisajes agrícolas: análisis de su influencia en la diversidad e interacciones biológicas de las comunidades de avispas y abejas nidificantes aéreas (Hymenoptera: Apoidea) como indicadores sensibles de la calidad del medio. PhD thesis. University of Salamanca
Baños-Picón (2011),p32,sub101,Spain,La Rioja-Navarra,Temperate,Multiple,Invertebrates,Invertebrates,Animals,Predators,Hymenoptera,Parasitoids_wasps,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.2221213,17,1000_m_R,93.55986,La heterogeneidad en paisajes agrícolas: análisis de su influencia en la diversidad e interacciones biológicas de las comunidades de avispas y abejas nidificantes aéreas (Hymenoptera: Apoidea) como indicadores sensibles de la calidad del medio. PhD thesis. University of Salamanca
Baños-Picón (2011),p32,sub102,Spain,La Rioja-Navarra,Temperate,Multiple,Invertebrates,Invertebrates,Animals,Predators,Hymenoptera,Parasitoids_wasps,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.1843547,17,1000_m_R,93.55986,La heterogeneidad en paisajes agrícolas: análisis de su influencia en la diversidad e interacciones biológicas de las comunidades de avispas y abejas nidificantes aéreas (Hymenoptera: Apoidea) como indicadores sensibles de la calidad del medio. PhD thesis. University of Salamanca
Duflot et al. (2016),p33,sub103,France,Brittany,Temperate,Multiple,Invertebrates,Invertebrates,Animals,Predators,Coleoptera,Carabid_beetles,SWDiversity,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.1270409,80,100_m_R,82.10701,Landscape level processes driving carabid crop assemblage in dynamic farmlands
Duflot et al. (2016),p33,sub104,France,Brittany,Temperate,Multiple,Invertebrates,Invertebrates,Animals,Predators,Coleoptera,Carabid_beetles,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,-0.1719304,80,100_m_R,82.10701,Landscape level processes driving carabid crop assemblage in dynamic farmlands
Duflot et al. (2016),p33,sub105,France,Brittany,Temperate,Multiple,Invertebrates,Invertebrates,Animals,Predators,Coleoptera,Carabid_beetles,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,-0.0290358,80,100_m_R,82.10701,Landscape level processes driving carabid crop assemblage in dynamic farmlands
Duflot et al. (2016),p33,sub106,France,Brittany,Temperate,Multiple,Invertebrates,Invertebrates,Animals,Predators,Coleoptera,Carabid_beetles,SWDiversity,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.1135286,80,250_m_R,79.80111,Landscape level processes driving carabid crop assemblage in dynamic farmlands
Duflot et al. (2016),p33,sub107,France,Brittany,Temperate,Multiple,Invertebrates,Invertebrates,Animals,Predators,Coleoptera,Carabid_beetles,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,-0.2314708,80,250_m_R,79.80111,Landscape level processes driving carabid crop assemblage in dynamic farmlands
Duflot et al. (2016),p33,sub108,France,Brittany,Temperate,Multiple,Invertebrates,Invertebrates,Animals,Predators,Coleoptera,Carabid_beetles,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,-0.3822415,80,250_m_R,79.80111,Landscape level processes driving carabid crop assemblage in dynamic farmlands
Duflot et al. (2016),p33,sub109,France,Brittany,Temperate,Multiple,Invertebrates,Invertebrates,Animals,Predators,Coleoptera,Carabid_beetles,SWDiversity,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.08601372,80,500_m_R,76.30902,Landscape level processes driving carabid crop assemblage in dynamic farmlands
Duflot et al. (2016),p33,sub110,France,Brittany,Temperate,Multiple,Invertebrates,Invertebrates,Animals,Predators,Coleoptera,Carabid_beetles,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,-0.1027615,80,500_m_R,76.30902,Landscape level processes driving carabid crop assemblage in dynamic farmlands
Duflot et al. (2016),p33,sub111,France,Brittany,Temperate,Multiple,Invertebrates,Invertebrates,Animals,Predators,Coleoptera,Carabid_beetles,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,-0.2643843,80,500_m_R,76.30902,Landscape level processes driving carabid crop assemblage in dynamic farmlands
Duflot et al. (2014),p34,sub112,France,Brittany,Temperate,Multiple,Invertebrates,Invertebrates,Animals,Predators,Coleoptera,Carabid_beetles,SWDiversity,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.06574255,160,100_m_R,82.32773,Landscape heterogeneity as an ecological filter of species traits
Duflot et al. (2014),p34,sub113,France,Brittany,Temperate,Multiple,Invertebrates,Invertebrates,Animals,Predators,Coleoptera,Carabid_beetles,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.1699231,160,100_m_R,82.32773,Landscape heterogeneity as an ecological filter of species traits
Duflot et al. (2014),p34,sub114,France,Brittany,Temperate,Multiple,Invertebrates,Invertebrates,Animals,Predators,Coleoptera,Carabid_beetles,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.1177779,160,100_m_R,82.32773,Landscape heterogeneity as an ecological filter of species traits
Duflot et al. (2014),p34,sub115,France,Brittany,Temperate,Multiple,Invertebrates,Invertebrates,Animals,Predators,Coleoptera,Carabid_beetles,SWDiversity,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.03041811,160,250_m_R,79.05838,Landscape heterogeneity as an ecological filter of species traits
Duflot et al. (2014),p34,sub116,France,Brittany,Temperate,Multiple,Invertebrates,Invertebrates,Animals,Predators,Coleoptera,Carabid_beetles,Richness,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.1418909,160,250_m_R,79.05838,Landscape heterogeneity as an ecological filter of species traits
Duflot et al. (2014),p34,sub117,France,Brittany,Temperate,Multiple,Invertebrates,Invertebrates,Animals,Predators,Coleoptera,Carabid_beetles,Abundance,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.1083251,160,250_m_R,79.05838,Landscape heterogeneity as an ecological filter of species traits
Duflot et al. (2014),p34,sub118,France,Brittany,Temperate,Multiple,Invertebrates,Invertebrates,Animals,Predators,Coleoptera,Carabid_beetles,SWDiversity,SHDI,Shannon’s Diversity Index,Landscape_compositional_het,Compositional_het,Landscape_het,0.0204879,160,500_m_R,76.6898,Landscape heterogeneity as an ecological filter of species traits
